Home_ID,Away_ID,R Home,R Away,Home Pitcher,Away Pitcher,Date,HomePitcherERA,AwayPitcherERA,Home Rating,Away Rating
BAL,LAA,5,9,Rodriguez,Ohtani,2023-05-15,4.35,3.14,1562.7027929859257,1495.0283209032032
SDP,KCR,4,0,Wacha,Keller,2023-05-15,3.22,4.57,1498.1994437347691,1405.4339276019132
OAK,ARI,2,5,Rucinski,Kelly,2023-05-15,9.0,10.13,1327.2804052554966,1519.6362781828389
SDP,KCR,4,5,Lugo,Singer,2023-05-16,3.57,5.52,1506.0404150175564,1397.592956319126
DET,PIT,4,0,Lorenzen,Ortiz,2023-05-16,4.18,3.32,1438.9660880783904,1478.8624436518112
MIA,WSN,5,4,Nardi,Harvey,2023-05-16,3.2,2.82,1446.6729825142522,1509.1918900134797
HOU,CHC,7,3,Javier,Steele,2023-05-16,3.05,3.06,1537.111109764883,1482.6812036213712
NYM,TBR,5,8,Verlander,Chirinos,2023-05-16,3.22,5.4,1463.319026814755,1626.2225694229312
BOS,SEA,9,4,Pivetta,Castillo,2023-05-16,4.04,6.23,1510.2697220322204,1548.4997065659406
COL,CIN,1,3,Lambert,Law,2023-05-16,5.26,3.6,1491.2157583031415,1456.348872297551
LAD,MIN,1,5,Kershaw,Ober,2023-05-16,2.46,3.66,1603.9559625682978,1536.384079730755
STL,MIL,2,3,Montgomery,Payamps,2023-05-16,3.2,2.55,1502.4979516063552,1487.73775356052
OAK,ARI,9,8,Pruitt,McGough,2023-05-16,2.98,4.73,1322.7169080719402,1524.1997753663952
SFG,PHI,4,3,Rogers,Wheeler,2023-05-16,3.83,3.61,1468.2068951452502,1489.2311192193204
BAL,LAA,7,3,Kremer,Silseth,2023-05-16,4.12,3.96,1550.0544813111694,1507.6766325779595
TEX,ATL,7,4,Dunning,Shuster,2023-05-16,3.7,5.81,1560.4535496624587,1582.5441890421596
TOR,NYY,3,6,Swanson,Weber,2023-05-16,2.97,3.14,1548.0635023713387,1537.1337699219926
CHW,CLE,8,3,Lynn,Bieber,2023-05-16,5.73,3.8,1408.496090486992,1477.6525949396857
BAL,LAA,3,1,Bradish,Canning,2023-05-17,2.83,4.32,1559.3748179334236,1498.3562959557053
STL,MIL,3,0,Liberatore,Burnes,2023-05-17,5.25,3.39,1496.9688446774999,1493.2668604893754
HOU,CHC,7,6,Abreu,Hughes,2023-05-17,4.73,7.24,1546.070560313301,1473.721753072953
BOS,SEA,12,3,Bello,Gonzales,2023-05-17,4.24,5.22,1523.4293971187428,1535.3400314794183
COL,CIN,11,6,Suter,Ashcraft,2023-05-17,3.38,4.76,1482.9646576018386,1464.599972998854
TEX,ATL,5,6,Burke,Anderson,2023-05-17,4.37,5.42,1570.2235189923101,1572.7742197123082
SFG,PHI,7,4,Brebbia,Soto,2023-05-17,3.99,4.62,1473.831372311976,1483.6066420525945
NYM,TBR,8,7,Robertson,Fairbanks,2023-05-17,3.03,2.58,1458.1495992471944,1631.3919969904919
OAK,ARI,3,5,Fujinami,Ruiz,2023-05-17,7.18,5.89,1330.7926653839495,1516.124018054386
TOR,NYY,3,0,Romano,Peralta,2023-05-17,2.9,3.86,1538.587951423506,1546.6093208698253
SDP,KCR,3,4,Darvish,Taylor,2023-05-17,4.56,5.95,1499.132703320216,1404.5006680164663
CHW,CLE,7,2,Clevinger,Battenfield,2023-05-17,3.77,5.19,1422.6860107547686,1463.462674671909
DET,PIT,0,8,Rodríguez,Hill,2023-05-17,15.19,9.19,1450.7866987290831,1467.0418330011184
LAD,MIN,7,3,Graterol,De León,2023-05-17,1.2,Not Found,1591.3106674023372,1549.0293748967156
MIA,WSN,4,3,Cabrera,Gore,2023-05-17,4.24,4.42,1452.9211348187114,1502.9437377090205
BAL,LAA,5,6,Baker,Devenski,2023-05-18,3.6,4.46,1565.57172210912,1492.159391780009
CHW,CLE,1,3,Cease,Sandlin,2023-05-18,4.58,3.75,1435.9315036267662,1450.2171817999115
STL,LAD,16,8,Wainwright,Urías,2023-05-18,7.4,4.6,1506.0576129597887,1600.6339087288056
TOR,NYY,2,4,Berríos,Cortés,2023-05-18,3.65,Not Found,1547.9866590804352,1537.210613212896
NYM,TBR,3,2,Megill,Littell,2023-05-18,3.63,4.1,1465.8988329198141,1623.642763317872
MIA,WSN,5,3,Pérez,Williams,2023-05-18,10.8,1.53,1458.9834561619869,1496.881416365745
TOR,BAL,2,6,Kikuchi,Gibson,2023-05-19,3.86,4.73,1540.2532188692326,1559.1634885150695
NYM,CLE,10,9,Smith,Clase,2023-05-19,6.59,3.22,1473.4579761156504,1457.4098068458193
ATL,SEA,6,2,McHugh,Miller,2023-05-19,4.3,3.76,1578.0391964588437,1518.8830213057224
TBR,MIL,1,0,Adam,Strzelecki,2023-05-19,2.98,4.38,1616.0836201220359,1484.1780922070866
SDP,BOS,1,6,Snell,Paxton,2023-05-19,2.25,4.5,1492.4188412880972,1539.8864072924387
SFG,MIA,4,3,Alexander,Alcántara,2023-05-19,4.66,4.14,1483.2764248747706,1467.29928267324
LAA,MIN,5,4,Weiss,Jax,2023-05-19,3.21,3.86,1498.5676253740594,1539.7061335702472
HOU,OAK,5,1,Bielak,Waldichuk,2023-05-19,3.83,5.36,1550.2856979279586,1326.9521906734178
CHW,KCR,2,0,Kopech,Greinke,2023-05-19,5.43,5.06,1428.7388785808585,1411.2145300485852
TEX,COL,7,2,Pérez,Kauffmann,2023-05-19,10.8,8.23,1564.9585422457747,1494.1982656676153
STL,LAD,0,5,Matz,Gonsolin,2023-05-19,3.86,4.98,1525.0450456762087,1581.6464760123856
PHI,CHC,1,10,Suárez,Stroman,2023-05-19,7.16,3.95,1474.1615894898,1469.5066154582955
WSN,DET,6,8,Irvin,Boyd,2023-05-19,4.42,5.45,1488.565589854492,1436.4863224473831
CIN,NYY,2,6,Lively,Schmidt,2023-05-19,5.38,4.64,1453.3663649330772,1544.9440534240987
PIT,ARI,13,3,Oviedo,Gallen,2023-05-19,4.31,3.47,1481.3422092828184,1519.9644927649176
PHI,CHC,12,3,Nola,Taillon,2023-05-20,4.46,4.84,1458.0366709063194,1485.6315340417761
HOU,OAK,3,2,Neris,Lovelady,2023-05-20,1.71,4.63,1554.8809379595964,1322.35695064178
TOR,BAL,5,6,García,Bautista,2023-05-20,2.4,1.48,1530.2221842036718,1569.1945231806303
WSN,DET,5,2,Corbin,Faedo,2023-05-20,3.39,4.45,1479.948716115667,1445.1031961862082
TEX,COL,11,5,Gray,Freeland,2023-05-20,4.12,5.03,1574.4358653207976,1484.7209425925923
ATL,SEA,3,7,Tonkin,Gilbert,2023-05-20,4.28,3.73,1586.8581356824643,1510.0640820821018
CIN,NYY,4,7,Gibaut,Holmes,2023-05-20,3.33,2.86,1445.491564439079,1552.818853918097
STL,LAD,6,5,Helsley,González,2023-05-20,2.45,7.36,1515.100340628243,1591.5911810603513
CHW,KCR,5,1,Giolito,Lyles,2023-05-20,4.88,6.28,1435.8617300406124,1404.0916785888312
PIT,ARI,3,4,Stephenson,Nelson,2023-05-20,3.1,11.71,1499.9715087142797,1501.3351933334563
SFG,MIA,0,1,Rogers,Chargois,2023-05-20,3.83,3.61,1488.3366060750232,1462.2391014729874
TBR,MIL,8,4,Eflin,Lauer,2023-05-20,3.5,6.56,1619.4653564347732,1480.7963558943493
SDP,BOS,2,4,Musgrove,Sale,2023-05-20,3.05,4.3,1482.1692531696403,1550.1359954108955
LAA,MIN,2,6,Sandoval,Varland,2023-05-20,4.11,6.64,1504.4966376819016,1533.777121262405
SDP,BOS,7,0,Wacha,Kluber,2023-05-21,3.22,7.04,1476.1172991455112,1556.1879494350246
PHI,CHC,2,1,Strahm,Alzolay,2023-05-21,3.29,2.67,1475.209545261708,1468.4586596863876
WSN,DET,6,4,Gray,Wentz,2023-05-21,4.12,6.9,1488.217081880369,1436.834830421506
TOR,BAL,3,8,García,Baumann,2023-05-21,2.4,3.76,1525.510734221357,1573.905973162945
TEX,COL,13,3,Heaney,Seabold,2023-05-21,4.15,7.52,1584.1456080614585,1475.0111998519315
LAA,MIN,4,2,Devenski,López,2023-05-21,4.46,5.95,1494.780683145602,1543.4930757987045
TBR,MIL,4,6,Criswell,Peralta,2023-05-21,5.73,3.86,1626.0507287939322,1474.2109835351903
ATL,SEA,3,2,Shuster,Kirby,2023-05-21,5.81,3.35,1573.9430972713965,1522.9791204931696
PIT,ARI,3,8,Moreta,Kelly,2023-05-21,3.72,10.13,1494.6884116985843,1506.6182903491517
STL,LAD,10,5,VerHagen,Kershaw,2023-05-21,3.98,2.46,1521.5534491508763,1585.138072537718
CIN,NYY,1,4,Greene,Abreu,2023-05-21,4.82,4.73,1439.055835574223,1559.2545827829529
CHW,KCR,5,2,Lynn,Castillo,2023-05-21,5.73,6.23,1445.5022576693198,1394.4511509601239
SFG,MIA,7,5,Walker,Luzardo,2023-05-21,8.1,3.58,1482.6350371679362,1467.9406703800744
HOU,OAK,2,0,Valdez,Kaprielian,2023-05-21,3.45,6.34,1557.084759763722,1320.1531288376543
CLE,CHW,3,0,Gaddis,Scholtens,2023-05-22,4.5,5.29,1452.350707637346,1453.348681223367
MIN,SFG,1,4,Ober,Manaea,2023-05-22,3.66,4.44,1534.9473816406,1489.8188542697321
ATL,LAD,6,8,Morton,Phillips,2023-05-22,3.64,0.0,1578.474533876924,1571.131572731162
KCR,DET,5,8,Barlow,Lange,2023-05-22,4.66,3.68,1386.6047274060766,1430.435248444955
PIT,TEX,6,4,Ortiz,Sborz,2023-05-22,3.32,5.5,1483.2355710318302,1595.8162957994944
TBR,TOR,6,4,Fleming,Bassitt,2023-05-22,4.7,3.6,1615.46565716274,1515.2922176115658
COL,MIA,5,3,Bird,Cabrera,2023-05-22,4.33,4.24,1463.3405121138956,1460.7568532782784
CIN,STL,6,5,Gibaut,Helsley,2023-05-22,3.33,2.45,1432.9263891838916,1535.5599489574324
SEA,OAK,11,2,Castillo,Muller,2023-05-22,6.23,7.6,1518.4476838876421,1317.0986386350633
PHI,ARI,3,6,Wheeler,Henry,2023-05-22,3.61,4.15,1480.4104147003568,1518.0711310159058
MIL,HOU,2,12,Burnes,Javier,2023-05-22,3.39,3.05,1484.7960551663825,1560.1392499663132
LAA,BOS,2,1,Silseth,Crawford,2023-05-22,3.96,0.0,1503.3263773037065,1538.9771409771042
KCR,DET,4,1,Cuas,Rodríguez,2023-05-23,3.99,15.19,1378.5709044219007,1438.469071429131
SEA,OAK,3,2,Gonzales,Medina,2023-05-23,5.22,5.42,1526.0483563835096,1309.4979661391958
TBR,TOR,1,20,Bradley,Berríos,2023-05-23,11.05,3.65,1620.8618570527697,1509.896017721536
LAA,BOS,4,0,Canning,Bello,2023-05-23,4.32,4.24,1509.1726307498332,1533.1308875309776
ATL,LAD,1,8,Strider,Miller,2023-05-23,3.86,3.76,1570.8151603626761,1578.7909462454097
WSN,SDP,4,7,Ramírez,Darvish,2023-05-23,6.41,4.56,1494.61666385692,1493.3281076034316
COL,MIA,5,4,Gomber,Pérez,2023-05-23,5.5,10.8,1470.7856021327964,1453.3117632593776
MIN,SFG,3,4,López,Cobb,2023-05-23,5.95,3.87,1524.5741403708626,1500.1920955394694
PIT,TEX,1,6,Hill,Eovaldi,2023-05-23,9.19,3.63,1493.0853312605107,1585.966535570814
CLE,CHW,2,4,Allen,Cease,2023-05-23,3.81,4.58,1461.5637451541795,1444.1356437065335
CHC,NYM,7,2,Smyly,Megill,2023-05-23,5.0,3.63,1463.2577902477387,1478.5170753241237
MIL,HOU,6,0,Rea,France,2023-05-23,4.55,3.83,1471.6048343739071,1573.3304707587886
PHI,ARI,3,4,Domínguez,Castro,2023-05-23,3.78,9.0,1472.2156813915221,1526.2658643247405
CIN,STL,5,8,Ashcraft,Wainwright,2023-05-23,4.76,7.4,1439.753059142977,1528.733278998347
NYY,BAL,6,5,King,Baker,2023-05-23,3.62,3.6,1565.3840291732843,1584.1244897727363
TBR,TOR,7,3,McClanahan,Kikuchi,2023-05-24,3.29,3.86,1590.5999185343383,1540.1579562399675
MIN,SFG,7,1,Ryan,DeSclafani,2023-05-24,1.75,4.88,1518.8986217178349,1505.867614192497
PIT,TEX,2,3,Oviedo,Pérez,2023-05-24,4.31,10.8,1484.322538955767,1594.7293278755576
CHC,NYM,4,2,Stroman,Senga,2023-05-24,3.95,2.98,1475.6382540589593,1466.136611512903
KCR,DET,4,6,Taylor,Vest,2023-05-24,5.95,2.98,1389.3258331423365,1427.7141427086951
LAA,BOS,7,3,Anderson,Paxton,2023-05-24,5.42,4.5,1520.5107914688972,1521.7927268119136
SEA,OAK,6,1,Miller,Waldichuk,2023-05-24,3.76,5.36,1528.4170364555562,1307.1292860671492
COL,MIA,2,10,Kauffmann,Alcántara,2023-05-24,8.23,4.14,1475.8229878237196,1448.2743775684544
CLE,CHW,0,6,Quantrill,Kopech,2023-05-24,5.24,5.43,1453.6869328536386,1452.0124560070744
MIL,HOU,4,0,Houser,Bielak,2023-05-24,4.12,3.83,1488.2955169558752,1556.6397881768205
NYY,BAL,6,9,Cordero,Baumann,2023-05-24,3.86,3.76,1570.9737566963527,1578.534762249668
CIN,STL,10,3,Lively,Matz,2023-05-24,5.38,3.86,1432.8690378500971,1535.617300291227
PHI,ARI,6,5,Kimbrel,Ruiz,2023-05-24,3.26,5.89,1467.7302983194515,1530.751247396811
WSN,SDP,5,3,Williams,Weathers,2023-05-24,1.53,6.55,1485.39594303914,1502.5488284212115
ATL,LAD,4,3,Iglesias,Bickford,2023-05-24,2.75,4.95,1557.1044043885918,1592.501702219494
MIL,SFG,0,5,Teheran,Junis,2023-05-25,Not Found,3.87,1500.9635147961762,1493.3627779397912
DET,CHW,7,2,Faedo,Giolito,2023-05-25,4.45,4.88,1434.3895929192738,1465.06695515831
WSN,SDP,6,8,Harvey,Carlton,2023-05-25,2.82,4.35,1493.2668283272192,1494.6779431331324
ATL,PHI,8,5,Anderson,Soto,2023-05-25,5.42,4.62,1562.9468286237363,1473.9858699214483
CIN,STL,1,2,Sims,Mikolas,2023-05-25,3.1,4.78,1450.9349593878055,1517.5513787535185
TBR,TOR,6,3,Eflin,Manoah,2023-05-25,3.5,5.87,1599.6783951076338,1531.079479666672
NYY,BAL,1,3,Schmidt,Gibson,2023-05-25,4.64,4.73,1561.9869981194713,1587.5215208265492
COL,MIA,7,6,Suter,Brazobán,2023-05-25,3.38,4.14,1459.6342312153922,1464.4631341767818
SEA,OAK,3,2,Gilbert,Lovelady,2023-05-25,3.73,4.63,1533.6022269831965,1301.944095539509
CHC,NYM,1,10,Hendricks,Carrasco,2023-05-25,3.74,6.8,1482.9340402045816,1458.8408253672808
DET,CHW,3,12,Wentz,Lynn,2023-05-26,6.9,5.73,1447.2939834085666,1452.1625646690172
TBR,LAD,9,3,Criswell,Syndergaard,2023-05-26,5.73,6.5,1607.0744086563946,1586.6592779843495
NYY,SDP,1,5,Vásquez,Musgrove,2023-05-26,2.87,3.05,1555.0364102965334,1502.1483466189845
KCR,WSN,10,12,Lyles,Corbin,2023-05-26,6.28,3.39,1382.6503829317578,1485.796424841367
BAL,TEX,2,12,Rodriguez,Gray,2023-05-26,4.35,4.12,1594.4721086494872,1598.4023162107862
CHC,CIN,0,9,Steele,Greene,2023-05-26,3.06,4.82,1465.9206478221067,1446.6357221323158
LAA,MIA,2,6,Detmers,Luzardo,2023-05-26,4.48,3.58,1531.1577606159656,1459.0855066296356
MIL,SFG,1,15,Peralta,Wood,2023-05-26,3.86,5.18,1488.8441866650078,1505.4821060709596
COL,NYM,2,5,Seabold,Scherzer,2023-05-26,7.52,3.77,1465.0118587625384,1475.8542177497557
OAK,HOU,2,5,Kaprielian,Brown,2023-05-26,6.34,5.09,1299.7315586858601,1543.9717903365195
SEA,PIT,6,11,Kirby,Keller,2023-05-26,3.35,4.57,1535.8147638368453,1480.6495506205383
ATL,PHI,4,6,Jiménez,Walker,2023-05-26,3.47,8.1,1569.8313272170337,1467.101371328151
ARI,BOS,2,7,Pfaadt,Sale,2023-05-26,5.72,4.3,1524.4956757948144,1511.1457576648452
CLE,STL,4,3,Bieber,Liberatore,2023-05-26,3.8,5.25,1440.632433702403,1521.8506160090083
MIN,TOR,1,3,Varland,Gausman,2023-05-26,6.64,3.16,1531.4034579705408,1523.6834661179112
TBR,LAD,5,6,Poche,Almonte,2023-05-27,2.23,5.06,1619.3037746053637,1574.4299120353803
ARI,BOS,1,2,Davies,Whitlock,2023-05-27,7.0,5.15,1512.1802788026655,1523.461154656994
MIL,SFG,1,3,Strzelecki,Webb,2023-05-27,4.38,3.69,1469.948382683166,1524.3779100528013
NYY,SDP,3,2,Holmes,Martinez,2023-05-27,2.86,4.75,1542.8261716374877,1514.3585852780302
SEA,PIT,5,0,Castillo,Velasquez,2023-05-27,6.23,3.86,1522.0874201583024,1494.3768942990812
BAL,TEX,3,5,Kremer,Heaney,2023-05-27,4.12,4.15,1577.8893801084587,1614.9850447518147
LAA,MIA,5,8,Barria,Floro,2023-05-27,Not Found,4.76,1518.380465928576,1471.862801317025
OAK,HOU,3,6,Pruitt,Valdez,2023-05-27,2.98,3.45,1296.1143688495779,1547.5889801728017
COL,NYM,10,7,Lawrence,Brigham,2023-05-27,6.59,5.26,1456.1118019754288,1484.7542745368653
DET,CHW,7,3,Foley,Kelly,2023-05-27,2.61,10.13,1431.605194229515,1467.8513538480688
KCR,WSN,2,4,Taylor,Thompson,2023-05-27,5.95,4.71,1377.3131635779034,1491.1336441952214
MIN,TOR,9,7,López,Bassitt,2023-05-27,5.95,3.6,1523.7359484766305,1531.3509756118215
CLE,STL,1,2,Sandlin,Helsley,2023-05-27,3.75,2.45,1447.1541150181333,1515.328934693278
ATL,PHI,1,2,Morton,Wheeler,2023-05-27,3.64,3.61,1560.175048548285,1476.7576499968995
CHC,CIN,5,8,Fulmer,Farmer,2023-05-27,2.7,4.2,1449.1266045413186,1463.429765413104
KCR,WSN,3,2,Barlow,Kuhl,2023-05-28,4.66,8.45,1372.1853010456311,1496.2615067274937
LAA,MIA,0,2,Sandoval,Pérez,2023-05-28,4.11,10.8,1507.9711256903724,1482.2721415552287
OAK,HOU,1,10,Medina,Javier,2023-05-28,5.42,3.05,1292.61663364689,1551.0867153754896
BAL,TEX,3,2,Coulombe,Ragans,2023-05-28,2.81,3.47,1571.1863494605973,1621.688075399676
CLE,STL,4,3,Curry,Helsley,2023-05-28,4.07,2.45,1442.8777948973072,1519.605254814104
ARI,BOS,4,2,Kelly,Houck,2023-05-28,10.13,5.01,1507.048516190734,1528.5929172689255
MIL,SFG,7,5,Rea,Cobb,2023-05-28,4.55,3.87,1463.6130864646946,1530.7132062712728
COL,NYM,11,10,Lambert,Nogosek,2023-05-28,5.26,5.61,1466.0540850993916,1474.8119914129024
MIN,TOR,0,3,Ober,Berríos,2023-05-28,3.66,3.65,1531.4011929660114,1523.6857311224405
DET,CHW,6,5,Lange,López,2023-05-28,3.68,5.95,1443.3156863884733,1456.1408616891106
NYY,SDP,10,7,Cole,Darvish,2023-05-28,2.63,4.56,1547.6964731873625,1509.4882837281555
ATL,PHI,11,4,Strider,Covey,2023-05-28,3.86,3.77,1553.6216106114384,1483.3110879337462
TBR,LAD,11,10,Beeks,González,2023-05-28,5.95,7.36,1613.3186041526708,1580.4150824880733
SEA,PIT,6,3,Saucedo,Stephenson,2023-05-28,3.59,3.1,1533.0034200014877,1483.4608944558959
CHC,CIN,5,8,Smyly,Ashcraft,2023-05-28,5.0,4.76,1440.3179353882435,1472.238434566179
DET,TEX,0,5,Boyd,Eovaldi,2023-05-29,5.45,3.63,1448.8153000465315,1615.6185907797644
HOU,MIN,5,7,Abreu,Durán,2023-05-29,4.73,2.45,1556.9499110128763,1522.01056975726
BAL,CLE,0,5,Wells,Allen,2023-05-29,3.64,3.81,1577.255834080509,1449.3343455427234
SFG,PIT,14,4,DeSclafani,Hill,2023-05-29,4.88,9.19,1521.7814441237201,1475.575406521251
STL,KCR,0,7,Wainwright,Mayers,2023-05-29,7.4,6.15,1513.1487041686878,1379.3067335296312
ARI,COL,7,5,Nelson,Kauffmann,2023-05-29,11.71,8.23,1515.0139162612122,1471.4916688309072
SEA,NYY,4,10,Miller,Germán,2023-05-29,3.76,4.56,1540.8889079361327,1555.8769018028352
OAK,ATL,7,2,Erceg,Soroka,2023-05-29,4.75,6.4,1286.7534380095033,1564.8527673443648
CHC,TBR,1,0,Stroman,Bradley,2023-05-29,3.95,11.05,1431.972938355896,1618.1217135761417
LAD,WSN,6,1,Miller,Williams,2023-05-29,3.76,1.53,1575.6119730646024,1489.1400742434937
CHW,LAA,4,6,Kopech,Canning,2023-05-29,5.43,4.32,1450.6412480310523,1499.916445736717
STL,KCR,2,1,Mikolas,Hernández,2023-05-30,4.78,5.27,1493.9624560821458,1398.4929816161732
OAK,ATL,2,1,Fujinami,Iglesias,2023-05-30,7.18,2.75,1306.4916491149131,1545.114556238955
NYM,PHI,2,0,Senga,Suárez,2023-05-30,2.98,7.16,1469.3744076813869,1472.0799312008198
ARI,COL,5,1,Gallen,Freeland,2023-05-30,3.47,5.03,1521.5800565721072,1464.9255285200122
CHC,TBR,2,1,Merryweather,McClanahan,2023-05-30,3.38,3.29,1439.874638282539,1610.2200136494987
MIA,SDP,4,9,Floro,Martinez,2023-05-30,4.76,4.75,1490.3268215088842,1501.3078551126828
BAL,CLE,8,5,Gibson,Quantrill,2023-05-30,4.73,5.24,1561.216421845395,1465.3737577778375
CHW,LAA,7,3,Giolito,Anderson,2023-05-30,4.88,5.42,1444.197117853841,1506.3605759139282
BOS,CIN,8,9,Bello,Lively,2023-05-30,4.24,5.38,1520.6275171984473,1480.5834315985264
SFG,PIT,1,2,Manaea,Moreta,2023-05-30,4.44,3.72,1536.3363573977629,1461.0204932472082
HOU,MIN,5,1,Bielak,Ryan,2023-05-30,3.83,1.75,1548.6972617391486,1530.2632190309878
TOR,MIL,7,2,Kikuchi,Houser,2023-05-30,3.86,4.12,1533.0763543311919,1472.5448486122473
SEA,NYY,2,10,Gilbert,Cortés,2023-05-30,3.73,Not Found,1528.457131500909,1568.3086782380587
DET,TEX,6,10,Faedo,Anderson,2023-05-30,4.45,5.42,1442.2487320827588,1622.1851587435372
LAD,WSN,9,3,Gonsolin,Irvin,2023-05-30,4.98,4.42,1584.5795941179638,1480.1724531901323
ARI,COL,6,0,Henry,Lamet,2023-05-31,4.15,11.71,1530.4732923206013,1456.032292771518
BAL,CLE,8,12,Givens,Curry,2023-05-31,11.25,4.07,1567.9312505437656,1458.6589290794668
DET,TEX,3,2,Vest,Dunning,2023-05-31,2.98,3.7,1436.691041647718,1627.742849178578
MIA,SDP,2,1,Okert,Hader,2023-05-31,4.45,1.28,1478.841626675095,1512.793049946472
BOS,CIN,4,5,Winckowski,Gibaut,2023-05-31,2.88,3.33,1514.7149862288488,1486.495962568125
SFG,PIT,4,9,Wood,Keller,2023-05-31,5.18,4.57,1529.900356345125,1467.456494299846
SEA,NYY,1,0,Topa,Marinaccio,2023-05-31,2.61,3.99,1515.1686170580763,1581.5971926808916
NYM,PHI,4,1,Carrasco,Nola,2023-05-31,6.8,4.46,1476.9336848878006,1464.520653994406
CHW,LAA,5,12,Lynn,Barria,2023-05-31,5.73,Not Found,1456.682911998625,1493.8747817691442
LAD,WSN,6,10,Graterol,Finnegan,2023-05-31,1.2,3.76,1593.7807412377229,1470.9713060703732
OAK,ATL,2,4,Kaprielian,Shuster,2023-05-31,6.34,5.81,1314.9563259644294,1536.6498793894386
TOR,MIL,2,4,Manoah,Teheran,2023-05-31,5.87,Not Found,1542.890646238818,1462.7305567046212
CHC,TBR,3,4,Leiter,Poche,2023-05-31,3.5,2.23,1447.5889132609022,1602.5057386711355
HOU,MIN,2,8,Brown,Varland,2023-05-31,5.09,6.64,1558.7427945470977,1520.2176862230388
ARI,COL,5,4,Ginkel,Johnson,2023-06-01,2.48,4.02,1540.7233841254424,1445.782200966677
MIA,SDP,1,10,Luzardo,Musgrove,2023-06-01,3.58,3.05,1484.6621967689784,1506.9724798525885
TOR,MIL,3,1,Gausman,Peralta,2023-06-01,3.16,3.86,1533.6892503668378,1471.9319525766014
BOS,CIN,8,2,Martin,Herget,2023-06-01,1.05,4.66,1508.981227622195,1492.2297211747787
MIN,CLE,7,6,Jax,Morgan,2023-06-01,3.86,4.01,1534.6442902041829,1472.4972178392154
HOU,LAA,5,2,Blanco,Detmers,2023-06-01,4.5,4.48,1544.3161905659535,1506.4111622109772
NYM,PHI,4,2,Scherzer,Walker,2023-06-01,3.77,8.1,1485.7922576140734,1455.6620812681333
HOU,LAA,6,2,Valdez,Ohtani,2023-06-02,3.45,3.14,1552.5045397436184,1498.2228130333124
CIN,MIL,4,5,Cruz,Peguero,2023-06-02,4.91,3.38,1479.8637513792535,1465.7505102538714
WSN,PHI,8,7,Finnegan,Brogdon,2023-06-02,3.76,4.03,1485.179993377195,1448.8100746907287
ARI,ATL,3,2,Kelly,Morton,2023-06-02,10.13,3.64,1544.612966764297,1539.923299736908
CHW,DET,3,0,Middleton,Olson,2023-06-02,3.38,3.99,1444.146531556792,1444.6492408585593
SDP,CHC,1,2,Wacha,Taillon,2023-06-02,3.22,4.84,1521.8638670132175,1444.5047494908868
TEX,SEA,2,0,Gray,Castillo,2023-06-02,4.12,6.23,1619.7846499677366,1521.4744443553957
KCR,COL,2,7,Hernández,Suter,2023-06-02,5.27,3.38,1394.6108873112519,1441.8926183278224
NYM,TOR,0,3,Verlander,Bassitt,2023-06-02,3.22,3.6,1492.644264191478,1539.8706926895677
PIT,STL,7,5,Ramírez,Gallegos,2023-06-02,6.41,4.42,1481.425306960936,1497.844550387067
MIA,OAK,4,0,Cabrera,Fujinami,2023-06-02,4.24,7.18,1469.7708096083495,1311.6829056169602
LAD,NYY,8,4,Kershaw,Severino,2023-06-02,2.46,6.65,1579.5720539309011,1575.2913653835722
SFG,BAL,2,3,Webb,Kremer,2023-06-02,3.69,4.12,1515.931543684035,1554.092961784017
MIN,CLE,1,0,Stewart,Sandlin,2023-06-02,0.65,3.75,1539.0094649831333,1468.132043060265
TEX,SEA,16,6,Sborz,Woo,2023-06-03,5.5,5.18,1625.2179641376113,1516.041130185521
PIT,STL,4,3,Moreta,Montgomery,2023-06-03,3.72,3.2,1489.2803904012192,1489.989466946784
WSN,PHI,2,4,Gore,Covey,2023-06-03,4.42,3.77,1489.930708035262,1444.0593600326617
HOU,LAA,9,6,Javier,Sandoval,2023-06-03,3.05,4.11,1561.4684055224666,1489.2589472544641
NYM,TOR,1,2,Robertson,Pearson,2023-06-03,3.03,4.85,1484.6987083420815,1547.8162485389641
MIN,CLE,2,4,Gray,Allen,2023-06-03,4.12,3.81,1543.2461366735276,1463.8953713698706
CIN,MIL,8,10,Ashcraft,Rea,2023-06-03,4.76,4.55,1474.344503790435,1471.2697578426898
SDP,CHC,6,0,Darvish,Smyly,2023-06-03,4.56,5.0,1515.3981325906661,1450.970483913438
CHW,DET,2,1,López,Cisnero,2023-06-03,5.95,5.31,1453.346473703522,1435.4492987118294
LAD,NYY,3,6,Grove,Cole,2023-06-03,1.75,2.63,1590.0491930167193,1564.814226297754
SFG,BAL,4,0,Cobb,Bradish,2023-06-03,3.87,2.83,1511.2078655697387,1558.8166398983133
MIA,OAK,12,1,Pérez,Medina,2023-06-03,10.8,5.42,1475.8595825440407,1305.594132681269
KCR,COL,4,6,Lynch,Carasiti,2023-06-03,4.64,6.29,1384.35507210644,1452.1484335326343
ARI,ATL,2,5,Nelson,Strider,2023-06-03,11.71,3.86,1549.8452939262206,1534.6909725749842
NYM,TOR,4,6,Leone,Pearson,2023-06-04,4.67,4.85,1480.347877404871,1552.1670794761746
LAD,NYY,1,4,Phillips,Holmes,2023-06-04,0.0,2.86,1580.1964685909438,1574.6669507235295
