Home_ID,Away_ID,R Home,R Away,Home Pitcher,Away Pitcher,Date,HomePitcherERA,AwayPitcherERA,Home Rating,Away Rating
LAD,ARI,8,2,Urías,Gallen,2023-03-30,4.6,3.47,1500.0,1500.0
CIN,PIT,4,5,Farmer,Zastryzny,2023-03-30,4.2,4.79,1500.0,1500.0
HOU,CHW,2,3,Pressly,Graveman,2023-03-30,3.58,3.12,1500.0,1500.0
MIA,NYM,3,5,Scott,Scherzer,2023-03-30,4.66,3.77,1500.0,1500.0
SDP,COL,2,7,Snell,Márquez,2023-03-30,2.25,4.95,1500.0,1500.0
CHC,MIL,4,0,Stroman,Burnes,2023-03-30,3.95,3.39,1500.0,1500.0
NYY,SFG,5,0,Cole,Webb,2023-03-30,2.63,3.69,1500.0,1500.0
SEA,CLE,3,0,Sewald,Karinchak,2023-03-30,3.12,3.23,1500.0,1500.0
TEX,PHI,11,7,Ragans,Soto,2023-03-30,3.47,4.62,1500.0,1500.0
TBR,DET,4,0,McClanahan,Rodríguez,2023-03-30,3.29,15.19,1500.0,1500.0
WSN,ATL,2,7,Corbin,Luetge,2023-03-30,3.39,7.24,1500.0,1500.0
BOS,BAL,9,10,Kluber,Gibson,2023-03-30,7.04,4.73,1500.0,1500.0
OAK,LAA,2,1,May,Loup,2023-03-30,2.63,6.1,1500.0,1500.0
KCR,MIN,0,2,Greinke,López,2023-03-30,5.06,5.95,1500.0,1500.0
STL,TOR,9,10,Helsley,García,2023-03-30,2.45,2.4,1500.0,1500.0
LAD,ARI,1,2,Vesia,Jameson,2023-03-31,4.35,3.32,1512.9918848341702,1487.0081151658298
HOU,CHW,6,3,Martinez,Graveman,2023-03-31,4.75,3.12,1494.6960852265468,1505.3039147734532
MIA,NYM,2,1,Luzardo,Peterson,2023-03-31,3.58,5.03,1492.4991317937113,1507.5008682062887
SEA,CLE,4,9,Ray,Sandlin,2023-03-31,4.24,3.75,1509.1866498666363,1490.8133501333637
SDP,COL,1,4,Martinez,Freeland,2023-03-31,4.75,5.03,1488.140086019693,1511.859913980307
CHC,MIL,1,3,Assad,Strzelecki,2023-04-01,3.05,4.38,1510.6078295469067,1489.3921704530933
STL,TOR,4,1,Flaherty,Gausman,2023-04-01,4.99,3.16,1494.6960852265468,1505.3039147734532
WSN,ATL,1,7,Gray,Strider,2023-04-01,4.12,3.86,1488.140086019693,1511.859913980307
HOU,CHW,6,4,Stanek,Kelly,2023-04-01,4.09,10.13,1504.1631328142826,1495.8368671857174
NYY,SFG,5,7,King,Junis,2023-04-01,3.62,3.87,1511.859913980307,1488.140086019693
BOS,BAL,9,8,Jansen,Bautista,2023-04-01,3.63,1.48,1494.6960852265468,1505.3039147734532
TEX,PHI,16,3,Eovaldi,Wheeler,2023-04-01,3.63,3.61,1510.6078295469067,1489.3921704530933
CIN,PIT,6,2,Lodolo,Hill,2023-04-01,6.29,9.19,1494.6960852265468,1505.3039147734532
LAD,ARI,10,1,Kershaw,Bumgarner,2023-04-01,2.46,10.26,1507.2920424751774,1492.7079575248226
KCR,MIN,0,2,Lyles,Gray,2023-04-01,6.28,4.12,1492.4991317937113,1507.5008682062887
OAK,LAA,1,13,Fujinami,Sandoval,2023-04-01,7.18,4.11,1505.3039147734532,1494.6960852265468
MIA,NYM,2,6,Nardi,Megill,2023-04-01,3.2,3.63,1498.0319192654663,1501.9680807345337
SEA,CLE,0,2,Gilbert,Civale,2023-04-01,3.73,3.46,1496.7001367098678,1503.2998632901322
TBR,DET,12,2,Eflin,Turnbull,2023-04-01,3.5,7.26,1510.6078295469067,1489.3921704530933
SDP,COL,8,4,Wacha,Ureña,2023-04-01,3.22,6.45,1479.5796467202385,1520.4203532797615
SEA,CLE,5,6,Murfee,De Los Santos,2023-04-02,1.29,Not Found,1489.341734411078,1510.658265588922
LAD,ARI,1,2,Graterol,Chafin,2023-04-02,1.2,4.73,1522.5362615339177,1477.4637384660823
WSN,ATL,4,1,Gore,Shuster,2023-04-02,4.42,5.81,1476.0337966625327,1523.9662033374673
OAK,LAA,0,6,Waldichuk,Anderson,2023-04-02,5.36,5.42,1486.3698195979819,1513.6301804020181
BOS,BAL,9,5,Houck,Irvin,2023-04-02,5.01,4.42,1500.161887699757,1499.838112300243
TEX,PHI,2,1,Pérez,Falter,2023-04-02,10.8,5.36,1528.565063958679,1471.434936041321
TBR,DET,5,1,Springs,Wentz,2023-04-02,0.56,6.9,1526.357365992328,1473.642634007672
NYY,SFG,6,0,Brito,Stripling,2023-04-02,4.28,5.36,1503.8477469869736,1496.1522530130264
CHC,MIL,5,9,Taillon,Lauer,2023-04-02,4.84,6.56,1502.6494999555437,1497.3505000444563
CIN,PIT,3,1,Ashcraft,Velasquez,2023-04-02,4.76,3.86,1505.6276901729673,1494.3723098270327
STL,TOR,9,4,Montgomery,Bassitt,2023-04-02,3.2,3.6,1504.1631328142826,1495.8368671857174
KCR,MIN,4,7,Keller,Ryan,2023-04-02,4.57,1.75,1485.3219384614176,1514.6780615385824
MIA,NYM,1,5,Rogers,Senga,2023-04-02,3.83,2.98,1487.5442626236336,1512.4557373763664
SDP,COL,3,1,Lugo,Gomber,2023-04-02,3.57,5.5,1491.428704309657,1508.571295690343
HOU,CHW,3,6,Garcia,Clevinger,2023-04-02,9.26,3.77,1511.48427772711,1488.51572227289
LAD,COL,13,4,Almonte,Feltner,2023-04-03,5.06,5.82,1516.548108604025,1500.7006321013878
MIL,NYM,10,0,Peralta,Carrasco,2023-04-03,3.86,6.8,1508.120104988184,1522.3042757982573
OAK,CLE,11,12,May,Clase,2023-04-03,2.63,3.22,1474.3952124919745,1515.6371721672213
CHW,SFG,3,12,Kopech,DeSclafani,2023-04-03,5.43,4.88,1498.3088074992493,1483.4480837412464
STL,ATL,4,8,Woodford,Morton,2023-04-03,6.23,3.64,1515.7388793166274,1513.5201382224743
MIA,MIN,1,11,Cueto,Mahle,2023-04-03,6.02,3.16,1477.6957242017427,1523.090339156452
TEX,BAL,0,2,Gray,Coulombe,2023-04-03,4.12,2.81,1533.0046126295822,1489.2401681922447
HOU,DET,6,7,Neris,Wingenter,2023-04-03,1.71,5.82,1501.6911925007507,1464.6320418173648
BOS,PIT,6,7,Crawford,Underwood,2023-04-03,0.0,5.18,1510.7598318077553,1487.114351692424
NYY,PHI,8,1,Cortés,Walker,2023-04-03,Not Found,8.1,1516.5519162587536,1466.9953873704178
CIN,CHC,7,6,Cruz,Smyly,2023-04-03,4.91,5.0,1512.885648307576,1491.879895011816
SEA,LAA,3,7,Kirby,Tepera,2023-04-03,3.35,7.59,1484.3628278327787,1525.6047875080255
WSN,TBR,2,6,Williams,Rasmussen,2023-04-03,1.53,2.62,1486.4798617775257,1535.3679581826352
KCR,TOR,9,5,Singer,Berríos,2023-04-03,5.52,3.65,1476.909660843548,1484.2611206833726
SDP,ARI,5,4,Hill,McGough,2023-04-03,9.19,4.73,1499.2993678986122,1483.451891395975
OAK,CLE,4,3,May,Karinchak,2023-04-04,2.63,3.23,1469.7179525413121,1520.3144321178836
SEA,LAA,11,2,Castillo,Suarez,2023-04-04,6.23,8.29,1475.008307931454,1534.9593074093502
TEX,BAL,2,7,Heaney,Gibson,2023-04-04,4.15,4.73,1524.5638693274734,1497.6809114943535
WSN,TBR,6,10,Finnegan,Thompson,2023-04-04,3.76,4.71,1477.3548993532834,1544.4929206068775
MIL,NYM,9,0,Miley,Scherzer,2023-04-04,3.14,3.77,1525.576916797167,1504.8474639892743
LAD,COL,5,2,Urías,Márquez,2023-04-04,4.6,4.95,1531.7345781542792,1485.5141625511335
NYY,PHI,1,4,Germán,Bellatti,2023-04-04,4.56,5.11,1528.5966438005646,1454.9506598286068
HOU,DET,3,6,Valdez,Manning,2023-04-04,3.45,3.58,1495.8236724973638,1470.4995618207518
MIA,MIN,1,0,Alcántara,Maeda,2023-04-04,4.14,4.23,1463.1023124143,1537.6837509438947
SDP,ARI,6,8,García,Ginkel,2023-04-04,2.4,2.48,1504.3615244153636,1478.3897348792236
KCR,TOR,1,4,Bubic,Kikuchi,2023-04-04,3.94,3.86,1487.741910110998,1473.4288714159225
BOS,PIT,1,4,Pivetta,Contreras,2023-04-04,4.04,6.59,1505.095503923827,1492.7786795763523
STL,ATL,1,4,Matz,Dodd,2023-04-04,3.86,7.6,1505.0633085584702,1524.1957089806315
CIN,CHC,5,12,Farmer,Alzolay,2023-04-04,4.2,2.67,1517.8692816315952,1486.8962616877968
OAK,CLE,4,6,Jackson,Morgan,2023-04-05,4.99,4.01,1475.7888534677786,1514.243531191417
SEA,LAA,3,4,Flexen,Ohtani,2023-04-05,6.86,3.14,1493.6387399364903,1516.328875404314
TEX,BAL,5,2,deGrom,Voth,2023-04-05,2.67,5.19,1511.7881170487824,1510.4566637730445
MIA,MIN,5,2,Floro,Jax,2023-04-05,4.76,3.86,1469.5276077715657,1531.258455586629
WSN,TBR,2,7,Corbin,McClanahan,2023-04-05,3.39,3.29,1468.7717744887395,1553.0760454714214
STL,ATL,2,5,Mikolas,Elder,2023-04-05,4.78,3.81,1496.3820335695593,1532.8769839695424
MIL,NYM,7,6,Williams,Ottavino,2023-04-05,1.53,3.21,1540.5404251518992,1489.8839556345422
CHW,SFG,7,3,Cease,Webb,2023-04-05,4.58,3.69,1481.7168912238665,1500.0400000166292
HOU,DET,8,2,Javier,Rodríguez,2023-04-05,3.05,15.19,1485.9686034237852,1480.3546308943303
NYY,PHI,4,2,Cole,Nola,2023-04-05,2.63,4.46,1517.4913481754024,1466.055955453769
KCR,TOR,0,3,Greinke,Manoah,2023-04-05,5.06,5.87,1478.1770187907284,1482.9937627361921
BOS,PIT,1,4,Kluber,Keller,2023-04-05,7.04,4.57,1495.5833175240634,1502.2908659761158
DET,BOS,3,6,Turnbull,Sale,2023-04-06,7.26,4.3,1467.5726547183804,1486.5740019524999
ATL,SDP,7,6,Minter,Crismatt,2023-04-06,3.76,8.31,1541.1021932154702,1496.300987249185
CHW,SFG,6,16,Lynn,Junis,2023-04-06,5.73,3.87,1492.8836399588045,1488.8732512816912
ARI,LAD,2,5,Kelly,May,2023-04-06,10.13,2.63,1486.4502720454022,1539.7062589515058
KCR,TOR,3,6,Lyles,Gausman,2023-04-06,6.28,3.16,1469.1177217550023,1492.0530597719182
COL,WSN,1,0,Freeland,Gray,2023-04-06,5.03,4.12,1477.542481753907,1459.7344556846244
NYM,MIA,9,3,Megill,Cabrera,2023-04-07,3.63,4.24,1485.347923641163,1480.3295399812591
COL,WSN,5,10,Ureña,Gore,2023-04-07,6.45,4.42,1482.57477890883,1454.7021585297014
CLE,SEA,3,5,Civale,Murfee,2023-04-07,3.46,1.29,1520.917565944971,1488.6807187498405
PHI,CIN,5,2,Soto,Law,2023-04-07,4.62,3.6,1459.6574959998939,1502.588752859502
MIL,STL,4,0,Woodruff,Flaherty,2023-04-07,2.28,4.99,1545.0764571452783,1488.1568243236316
CHC,TEX,2,0,Stroman,Eovaldi,2023-04-07,3.95,3.63,1502.17679045989,1520.9395617272046
BAL,NYY,7,6,Pérez,Marinaccio,2023-04-07,10.8,3.99,1501.3052190946223,1523.8898076292776
SFG,KCR,1,3,Cobb,Keller,2023-04-07,3.87,4.57,1505.8392953772561,1460.53663275762
TBR,OAK,9,5,Eflin,Waldichuk,2023-04-07,3.5,5.36,1562.1133642755365,1469.1148187142246
MIN,HOU,3,2,López,Stanek,2023-04-07,5.95,4.09,1520.4565233769356,1498.7505795997351
ARI,LAD,6,3,Jameson,Kershaw,2023-04-07,3.32,2.46,1478.6608540327709,1547.4956769641371
PIT,CHW,13,9,Moreta,Diekman,2023-04-07,3.72,3.34,1511.3001815476794,1475.9175958632395
LAA,TOR,3,4,Herget,Bassitt,2023-04-07,4.66,3.6,1521.2868965909638,1500.6341487693005
ATL,SDP,4,5,Tonkin,Honeywell,2023-04-07,4.28,4.82,1545.7259432080898,1491.6772372565654
SFG,KCR,5,6,Doval,Clarke,2023-04-08,2.93,5.95,1497.365882861188,1469.010045273688
CLE,SEA,2,3,Quantrill,Gonzales,2023-04-08,5.24,5.22,1512.7227192588268,1496.8755654359848
MIN,HOU,9,6,Ryan,Martinez,2023-04-08,1.75,4.75,1525.4295079547562,1493.7775950219145
COL,WSN,6,7,Gomber,Williams,2023-04-08,5.5,1.53,1469.7654528552255,1467.511484583306
ARI,LAD,12,8,Nelson,Syndergaard,2023-04-08,11.71,6.5,1489.6441401366199,1536.5123908602882
PIT,CHW,5,11,Velasquez,Clevinger,2023-04-08,3.86,3.77,1520.8314367308117,1466.3863406801072
BAL,NYY,1,4,Irvin,Brito,2023-04-08,4.42,4.28,1506.9534230075324,1518.2416037163675
PHI,CIN,3,2,Vasquez,Díaz,2023-04-08,3.35,3.07,1469.9735619215453,1492.2726869378505
LAA,TOR,9,5,Barria,Berríos,2023-04-08,Not Found,3.65,1515.6680699892513,1506.252975371013
MIL,STL,0,6,Lauer,Montgomery,2023-04-08,6.56,3.2,1553.9618112101668,1479.271470258743
DET,BOS,5,14,Wentz,Houck,2023-04-08,6.9,5.01,1458.8879249275963,1495.258731743284
ATL,SDP,1,4,Morton,Wacha,2023-04-08,3.64,3.22,1539.6035187437128,1497.7996617209424
NYM,MIA,5,2,Senga,Rogers,2023-04-08,2.98,3.83,1498.1521658401834,1467.5252977822388
CHC,TEX,10,3,Steele,Pérez,2023-04-08,3.06,10.8,1510.0823392028685,1513.0340129842261
TBR,OAK,11,0,Springs,Fujinami,2023-04-08,0.56,7.18,1569.947705956876,1461.280477032885
PIT,CHW,1,0,Oviedo,Kopech,2023-04-09,4.31,5.43,1505.8201538853957,1481.3976235255232
ATL,SDP,2,10,Dodd,Lugo,2023-04-09,7.6,3.57,1529.3168237957718,1508.0863566688834
DET,BOS,1,4,Boyd,Crawford,2023-04-09,5.45,0.0,1444.6358211851668,1509.5108354857134
CLE,SEA,7,6,Herrin,Murfee,2023-04-09,5.53,1.29,1507.1770511444329,1502.4212335503787
MIN,HOU,1,5,Mahle,Brown,2023-04-09,3.16,5.09,1533.7815476451124,1485.4255553315584
NYM,MIA,2,7,Carrasco,Scott,2023-04-09,6.8,4.66,1506.5310924755881,1459.146371146834
ARI,LAD,11,6,Nelson,Grove,2023-04-09,11.71,1.75,1501.6743239072237,1524.4822070896844
LAA,TOR,11,12,Estévez,Romano,2023-04-09,3.9,2.9,1525.9885102101173,1495.932535150147
PHI,CIN,4,6,Domínguez,Herget,2023-04-09,3.78,4.66,1475.6174261104766,1486.6288227489192
BAL,NYY,3,5,Wells,Cortés,2023-04-09,3.64,Not Found,1498.065142377548,1527.129884346352
MIL,STL,6,1,Peralta,Woodford,2023-04-09,3.86,6.23,1538.2192261692892,1495.0140552996206
CHC,TEX,2,8,Taillon,Gray,2023-04-09,4.84,4.12,1524.234393192222,1498.8819589948728
COL,WSN,7,6,Lamet,Ramírez,2023-04-09,11.71,6.41,1464.4271297240707,1472.8498077144607
TBR,OAK,11,0,Rasmussen,Kaprielian,2023-04-09,2.62,6.34,1582.209500642423,1449.018682347338
SFG,KCR,3,1,Brebbia,Yarbrough,2023-04-09,3.99,4.52,1491.6300494516563,1474.7458786832199
PIT,HOU,2,8,Contreras,Valdez,2023-04-10,6.59,3.45,1510.7518497703352,1497.5003199817215
ATL,CIN,5,4,Lee,Law,2023-04-10,4.18,3.6,1513.3995276047265,1493.892042899561
CLE,NYY,3,2,Bieber,Hamilton,2023-04-10,3.8,2.64,1512.4083686453998,1534.0047266966849
LAA,WSN,4,6,Davidson,Corbin,2023-04-10,5.96,3.39,1520.226905272073,1467.4173384153676
PHI,MIA,15,3,Strahm,Alcántara,2023-04-10,3.29,4.14,1468.3542059598349,1472.613835084248
TEX,KCR,11,2,Heaney,Greinke,2023-04-10,4.15,5.06,1512.8201848434585,1467.6092401135697
CHC,SEA,3,2,Thompson,Brash,2023-04-10,4.71,3.06,1510.2961673436362,1497.1899160494117
TBR,BOS,1,0,Poche,Martin,2023-04-10,2.23,1.05,1593.3689982352969,1517.0017675559907
SFG,LAD,1,9,Webb,Urías,2023-04-10,3.69,4.6,1498.7666880213064,1511.8448493331146
COL,STL,7,4,Márquez,Matz,2023-04-10,4.95,3.86,1469.8595990231638,1484.6214191711556
NYM,SDP,5,0,Scherzer,Darvish,2023-04-10,3.77,4.56,1493.0636285381743,1524.0036528599287
ARI,MIL,3,0,Gallen,Miley,2023-04-10,3.47,3.14,1514.3116816637935,1548.6118622977542
BAL,OAK,5,1,Gibson,Sears,2023-04-10,4.73,4.54,1491.190300027215,1437.8591847544642
MIN,CHW,3,4,Maeda,Cease,2023-04-10,4.23,4.58,1521.7067829949492,1476.4659276405837
ATL,CIN,7,6,Tonkin,Cessa,2023-04-11,4.28,9.0,1518.4059557294859,1488.8856147748015
BAL,OAK,12,8,Baker,Moll,2023-04-11,3.6,3.03,1500.1825045318578,1428.8669802498214
NYM,SDP,2,4,Peterson,Weathers,2023-04-11,5.03,6.55,1505.9769150144045,1511.0903663836984
CLE,NYY,2,11,Gaddis,Cole,2023-04-11,4.5,2.63,1518.0415471703081,1528.3715481717766
LAA,WSN,2,0,Ohtani,Gray,2023-04-11,3.14,4.12,1511.5946187883021,1476.0496248991385
COL,STL,6,9,Johnson,Gallegos,2023-04-11,4.02,4.42,1479.4363359575927,1475.0446822367267
TEX,KCR,8,5,Ragans,Barlow,2023-04-11,3.47,4.66,1526.6729811280459,1453.7564438289824
TBR,BOS,7,2,McClanahan,Whitlock,2023-04-11,3.29,5.15,1597.525517824828,1512.8452479664595
ARI,MIL,1,7,Kelly,Burnes,2023-04-11,10.13,3.39,1524.4023379972743,1538.5212059642733
CHC,SEA,14,9,Rucker,Flexen,2023-04-11,4.91,6.86,1515.4000983266073,1492.0859850664406
MIN,CHW,4,3,Jax,Scholtens,2023-04-11,3.86,5.29,1515.7161032476029,1482.45660738793
TOR,DET,9,3,Pop,Manning,2023-04-11,6.59,3.58,1501.6941400881913,1437.1448891148896
PIT,HOU,7,4,Bednar,Pressly,2023-04-11,2.0,3.58,1497.2646820084356,1510.9874877436212
SFG,LAD,5,0,Alexander,May,2023-04-11,4.66,2.63,1484.3293800244435,1526.2821573299775
PHI,MIA,4,8,Nola,Luzardo,2023-04-11,4.46,3.58,1486.9527547027908,1454.015286341292
TBR,BOS,9,7,Bradley,Sale,2023-04-12,11.05,4.3,1606.5507318021391,1503.8200339891484
SFG,LAD,5,10,Rogers,Kershaw,2023-04-12,3.83,2.46,1497.614456430339,1512.997080924082
LAA,WSN,3,2,Moore,Thompson,2023-04-12,2.56,4.71,1518.3307639720103,1469.3134797154303
TEX,KCR,1,10,Eovaldi,Keller,2023-04-12,3.63,4.57,1533.9594395205552,1446.469985436473
MIN,CHW,3,1,Gray,Giolito,2023-04-12,4.12,4.88,1520.5138273787509,1477.658883256782
CLE,NYY,3,4,Clase,Peralta,2023-04-12,3.22,3.86,1502.602753592121,1543.8103417499638
PHI,MIA,2,3,Soto,Puk,2023-04-12,4.62,3.97,1475.3422872525368,1465.625753791546
BAL,OAK,4,8,Akin,Smith,2023-04-12,6.85,6.59,1508.643016705391,1420.4064680762883
NYM,SDP,5,2,Megill,Snell,2023-04-12,3.63,2.25,1498.5864343367648,1518.4808470613382
COL,STL,4,7,Lawrence,Pallante,2023-04-12,6.59,4.76,1470.133571224753,1484.3474469695664
ARI,MIL,7,3,Nelson,Junk,2023-04-12,11.71,4.91,1511.9381187468275,1550.9854252147202
CHC,SEA,2,5,Stroman,Gilbert,2023-04-12,3.95,3.73,1526.465363986326,1481.0207194067218
TOR,DET,4,3,Romano,Shreve,2023-04-12,2.9,4.63,1512.2996862873101,1426.5393429157707
PIT,HOU,0,7,Hill,Urquidy,2023-04-12,9.19,5.29,1506.8139921812258,1501.438177570831
ATL,CIN,5,4,Yates,Farmer,2023-04-12,3.28,4.2,1523.2602974559484,1484.031273048339
TOR,DET,1,3,Bassitt,Turnbull,2023-04-13,3.6,7.26,1516.3203499328922,1422.5186792701886
NYY,MIN,2,11,Brito,Ryan,2023-04-13,4.28,1.75,1548.4881190939964,1527.0941539133933
STL,PIT,0,5,Montgomery,Velasquez,2023-04-13,3.2,3.86,1493.1584729661106,1492.564042186392
SDP,MIL,3,4,García,Williams,2023-04-13,2.4,1.53,1508.76873714961,1539.1904058084663
CIN,PHI,6,2,Lodolo,Falter,2023-04-13,6.29,5.36,1479.3236923845507,1469.890079569532
TBR,BOS,9,3,Kelly,Kluber,2023-04-13,10.13,7.04,1611.8961748510192,1498.4745909402684
BAL,OAK,8,7,Bautista,May,2023-04-13,1.48,2.63,1495.3976312234402,1433.651853558239
HOU,TEX,2,6,Garcia,Pérez,2023-04-14,9.26,10.8,1515.6881275656647,1514.123478330619
WSN,CLE,3,4,Edwards,Stephan,2023-04-14,3.69,4.06,1464.752932032202,1497.9249762480883
KCR,ATL,3,10,Singer,Morton,2023-04-14,5.52,3.64,1466.3059466264092,1527.9678781197367
LAD,CHC,2,8,Syndergaard,Steele,2023-04-14,6.5,3.06,1524.3322429879504,1516.0839045836908
SEA,COL,5,3,Brash,Gomber,2023-04-14,3.06,5.5,1491.402178809357,1461.3225452282088
MIA,ARI,5,1,Rogers,Bumgarner,2023-04-14,3.83,10.26,1471.0779614745509,1523.7331381530814
NYY,MIN,3,4,Holmes,Pagán,2023-04-14,2.86,2.99,1531.5978172545863,1543.9844557528033
DET,SFG,7,5,Cisnero,Doval,2023-04-14,5.31,2.93,1431.9968433467652,1486.2792943664706
TOR,TBR,6,3,Berríos,Rasmussen,2023-04-14,3.65,2.62,1506.8421858563156,1620.7913214595183
CHW,BAL,3,6,López,Baumann,2023-04-14,5.95,3.76,1471.0785567221396,1499.7687414317593
OAK,NYM,6,17,Kaprielian,Santana,2023-04-14,6.34,5.91,1429.28074334992,1508.298544248493
CIN,PHI,3,8,Overton,Walker,2023-04-14,11.45,8.1,1489.6435676275712,1459.5702043265114
STL,PIT,3,0,Thompson,Oviedo,2023-04-14,4.71,4.31,1481.2782677682956,1504.444247384207
BOS,LAA,5,3,Winckowski,Herget,2023-04-14,2.88,4.66,1489.5794443317693,1522.8913116552387
SDP,MIL,2,11,Wacha,Lauer,2023-04-14,3.22,6.56,1503.9280531042082,1544.031089853868
SEA,COL,9,2,Kirby,Feltner,2023-04-15,3.35,5.82,1498.2552684145687,1454.4694556229972
LAD,CHC,2,1,Miller,Fulmer,2023-04-15,3.76,2.7,1511.0319806042787,1529.3841669673625
MIA,ARI,3,2,Nardi,McGough,2023-04-15,3.2,4.73,1483.2812512270402,1511.529848400592
STL,PIT,3,6,Hicks,Bednar,2023-04-15,3.29,2.0,1491.0765502036616,1494.645964948841
HOU,TEX,8,2,Brown,Ragans,2023-04-15,5.09,3.47,1505.0325268033882,1524.7790790928955
CHW,BAL,7,6,Lambert,Gillaspie,2023-04-15,5.26,6.0,1462.6487931347567,1508.1985050191422
BOS,LAA,9,7,Brasier,Tepera,2023-04-15,3.02,7.59,1497.7972945548843,1514.6734614321238
DET,SFG,7,6,Shreve,Rogers,2023-04-15,4.63,3.83,1440.6601847431816,1477.6159529700542
OAK,NYM,2,3,Fujinami,Smith,2023-04-15,7.18,6.59,1415.6228354054363,1521.9564521929767
NYY,MIN,6,1,Germán,Mahle,2023-04-15,4.56,3.16,1526.4829155156951,1549.0993574916945
TOR,TBR,5,2,Kikuchi,Kelley,2023-04-15,3.86,5.87,1518.9382232248086,1608.6952840910253
SDP,MIL,10,3,Wilson,Peralta,2023-04-15,2.58,3.86,1489.844821597181,1558.1143213608952
WSN,CLE,4,6,Kuhl,Plesac,2023-04-15,8.45,7.59,1459.9538850015608,1502.7240232787294
KCR,ATL,3,9,Bubic,Elder,2023-04-15,3.94,3.81,1454.7377941433394,1539.5360306028065
CIN,PHI,13,0,Ashcraft,Strahm,2023-04-15,4.76,3.29,1476.7596381914236,1472.454133762659
OAK,NYM,3,4,Moll,Yacabonis,2023-04-16,3.03,6.59,1411.893344726969,1525.685942871444
NYY,MIN,2,0,Cole,López,2023-04-16,2.63,5.95,1539.1137661632765,1536.468506844113
LAD,CHC,2,3,Urías,Smyly,2023-04-16,4.6,5.0,1516.615797632572,1523.8003499390693
TOR,TBR,1,8,Manoah,McClanahan,2023-04-16,5.87,3.29,1530.4467410682614,1597.1867662475725
SDP,MIL,0,1,Darvish,Miley,2023-04-16,4.56,3.14,1506.6001013312773,1541.359041626799
KCR,ATL,4,5,Barlow,Anderson,2023-04-16,4.66,5.42,1444.855326439784,1549.418498306362
SEA,COL,1,0,Castillo,Lamet,2023-04-16,6.23,11.71,1510.5289130772558,1442.1958109603102
STL,PIT,5,4,VerHagen,Crowe,2023-04-16,3.98,4.66,1481.9842769963152,1503.7382381561874
CIN,PHI,3,14,Cessa,Nola,2023-04-16,9.0,4.46,1495.6462035821685,1453.5675683719141
CHW,BAL,4,8,Bummer,Baumann,2023-04-16,6.79,3.76,1468.6441082682684,1502.2031898856305
HOU,TEX,1,9,Valdez,Burke,2023-04-16,3.45,4.37,1518.7620132735856,1511.0495926226981
MIA,ARI,0,5,Alcántara,Gallen,2023-04-16,4.14,3.47,1489.0154583315104,1505.7956412961219
BOS,LAA,2,1,Whitlock,Detmers,2023-04-16,5.15,4.48,1505.6622200071797,1506.8085359798283
WSN,CLE,7,6,Thompson,Sandlin,2023-04-16,4.71,3.75,1453.371755095412,1509.3061531848782
OAK,CHC,1,10,Muller,Wesneski,2023-04-17,7.6,4.63,1408.267015298617,1528.9946017302027
HOU,TOR,9,2,Javier,Gausman,2023-04-17,3.05,3.16,1503.4273210374654,1519.0768414165343
LAD,NYM,6,8,Vesia,Peterson,2023-04-17,4.35,5.03,1511.4215458414385,1529.312272299796
MIA,SFG,4,3,Barnes,Webb,2023-04-17,5.93,3.69,1477.7279006076128,1471.7499934208174
COL,PIT,3,14,Freeland,Hill,2023-04-17,5.03,9.19,1437.9218162573866,1498.102663018783
KCR,TEX,0,4,Lyles,Dunning,2023-04-17,6.28,3.7,1441.1011527387986,1526.3842848588183
BOS,LAA,4,5,Bello,Davidson,2023-04-17,4.24,5.96,1510.9836342551087,1501.4871217318994
SDP,ATL,0,2,Weathers,Fried,2023-04-17,6.55,2.55,1501.8250495893953,1553.1726720073473
CIN,TBR,8,1,Gibaut,Beeks,2023-04-17,3.33,5.95,1475.9349708215989,1608.5566658992996
SEA,MIL,3,7,Flexen,Burnes,2023-04-17,6.86,3.39,1514.8029077801793,1546.1340933686809
STL,ARI,3,6,Flaherty,Kelly,2023-04-17,4.99,10.13,1487.6198521337196,1517.0831990200195
WSN,BAL,0,1,Gray,Kremer,2023-04-18,4.12,4.12,1459.5222569798125,1511.7895753194116
CIN,TBR,0,10,Lodolo,Bradley,2023-04-18,6.29,11.05,1495.0785244030976,1589.4131123178008
KCR,TEX,2,12,Keller,Eovaldi,2023-04-18,4.57,3.63,1433.046103673902,1534.439333923715
SEA,MIL,5,6,Topa,Wilson,2023-04-18,2.61,2.58,1505.1490906863494,1555.7879104625108
STL,ARI,7,8,Montgomery,Nelson,2023-04-18,3.2,11.71,1479.2103894352128,1525.4926617185263
OAK,CHC,0,4,May,Leiter,2023-04-18,2.63,3.5,1397.6720291539964,1539.5895878748233
LAD,NYM,5,0,Kershaw,Megill,2023-04-18,2.46,3.63,1504.3065836889882,1536.4272344522462
MIA,SFG,4,2,Cabrera,Junis,2023-04-18,4.24,3.87,1482.940566288688,1466.5373277397423
NYY,LAA,2,5,Schmidt,Wantz,2023-04-18,4.64,3.89,1546.5575263502224,1506.9359731652764
COL,PIT,3,5,Ureña,Velasquez,2023-04-18,6.45,3.86,1423.3476397972518,1512.6768394789178
SDP,ATL,1,8,Snell,Strider,2023-04-18,2.25,3.86,1495.4247361035875,1559.572985493155
